workflow_id,specialty_id,chip_id,group,chip_text,order,search_terms,tags
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-r30,red_flags,self-harm thoughts,30,"self-harm thoughts","psych,risk,high_safety"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-r31,red_flags,thoughts of harm to others,31,"harm to others, homicidal ideation","psych,risk,high_safety"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-r32,red_flags,psychotic symptoms,32,"psychosis, hallucinations, delusions","psych,high_safety"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-r33,red_flags,severe functional impairment,33,"severe impairment, cannot function","psych,high_safety"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-r34,red_flags,severe agitation,34,"severe agitation, acute distress","psych,high_safety"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-r35,red_flags,substance misuse concern,35,"substance misuse","psych,substance,high_safety"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-p36,plan_phrases,management plan discussed,36,"management plan","plan,psych"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-p37,plan_phrases,safety discussion documented as per clinician assessment,37,"safety discussion, safety plan","plan,psych,risk"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-p38,plan_phrases,support options discussed as per clinician plan,38,"support options, therapy, counseling","plan,psych"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-p39,plan_phrases,referral discussed as per clinician plan,39,"referral, mental health referral","plan,psych"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-p40,plan_phrases,patient questions addressed,40,"questions answered, concerns addressed","plan,psych"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-f41,follow_up,1-2 weeks,41,"1-2 weeks","followup,psych"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-f42,follow_up,sooner if worsening,42,"sooner, PRN","followup,psych"
psych-anxiety,Psychiatry / Mental Health,psych-anxiety-f43,follow_up,sooner if suicidal ideation or severe distress,43,"suicidal ideation, severe distress","followup,psych,risk,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s1,symptoms,low mood,1,"low mood, depressed, sad","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s2,symptoms,loss of interest,2,"loss of interest, anhedonia","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s3,symptoms,low energy,3,"low energy, fatigue","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s4,symptoms,sleep disturbance,4,"sleep disturbance, insomnia, hypersomnia","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s5,symptoms,appetite change,5,"appetite change, reduced appetite, overeating","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s6,symptoms,concentration difficulty,6,"concentration difficulty, poor focus","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s7,symptoms,guilt or worthlessness feelings documented if reported,7,"guilt, worthlessness, self-blame","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s8,symptoms,tearfulness,8,"tearfulness, crying spells","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s9,symptoms,reduced functioning,9,"reduced functioning, poor work, poor social","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s10,symptoms,social withdrawal,10,"social withdrawal, isolation","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-s11,symptoms,duration documented,11,"duration, how long","general"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-n12,relevant_negatives,no suicidal ideation reported if assessed,12,"no suicidal ideation, not suicidal","psych,risk"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-n13,relevant_negatives,no self-harm thoughts reported if assessed,13,"no self-harm","psych,risk"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-n14,relevant_negatives,no thoughts of harm to others reported if assessed,14,"no harm to others","psych,risk"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-n15,relevant_negatives,no psychotic symptoms reported if assessed,15,"no psychosis, no hallucinations","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-n16,relevant_negatives,no manic symptoms reported if assessed,16,"no mania, no elevated mood","psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-n17,relevant_negatives,no substance misuse reported if assessed,17,"no substance misuse","psych,substance"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e18,exam_findings,appearance documented if assessed,18,"appearance, grooming, dress","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e19,exam_findings,behavior documented if assessed,19,"behavior, psychomotor, eye contact","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e20,exam_findings,speech documented if assessed,20,"speech rate, volume, latency","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e21,exam_findings,mood documented if assessed,21,"mood, subjective","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e22,exam_findings,affect documented if assessed,22,"affect, range, reactivity","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e23,exam_findings,thought content documented if assessed,23,"thought content, hopelessness, guilt","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e24,exam_findings,cognition documented if assessed,24,"cognition, memory, concentration","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e25,exam_findings,insight documented if assessed,25,"insight, awareness of condition","psych,MSE"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-e26,exam_findings,risk assessment documented if assessed,26,"risk assessment, safety","psych,MSE,risk"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r27,red_flags,suicidal ideation,27,"suicidal ideation","psych,risk,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r28,red_flags,self-harm thoughts,28,"self-harm thoughts","psych,risk,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r29,red_flags,thoughts of harm to others,29,"harm to others","psych,risk,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r30,red_flags,psychotic symptoms,30,"psychosis, hallucinations, delusions","psych,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r31,red_flags,severe functional decline,31,"severe decline, inability to function","psych,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r32,red_flags,inability to care for self,32,"inability to self-care, neglect","psych,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-r33,red_flags,safeguarding concern,33,"safeguarding, vulnerable adult, child","psych,high_safety"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-p34,plan_phrases,management plan discussed,34,"management plan","plan,psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-p35,plan_phrases,safety discussion documented as per clinician assessment,35,"safety discussion, safety plan","plan,psych,risk"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-p36,plan_phrases,support options discussed as per clinician plan,36,"support options, therapy","plan,psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-p37,plan_phrases,referral discussed as per clinician plan,37,"referral, mental health, psychiatry, therapy","plan,psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-p38,plan_phrases,patient questions addressed,38,"questions answered, concerns addressed","plan,psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-f39,follow_up,1-2 weeks,39,"1-2 weeks","followup,psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-f40,follow_up,sooner if worsening,40,"sooner, PRN","followup,psych"
psych-low-mood,Psychiatry / Mental Health,psych-low-mood-f41,follow_up,sooner if suicidal ideation or severe distress,41,"suicidal ideation, severe distress","followup,psych,risk,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s1,symptoms,difficulty falling asleep,1,"difficulty falling asleep, initial insomnia","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s2,symptoms,frequent awakenings,2,"frequent awakenings, middle insomnia","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s3,symptoms,early morning waking,3,"early morning waking, terminal insomnia","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s4,symptoms,non-restorative sleep,4,"non-restorative sleep, unrefreshing sleep","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s5,symptoms,daytime sleepiness,5,"daytime sleepiness, hypersomnia","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s6,symptoms,fatigue,6,"fatigue, tired","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s7,symptoms,snoring reported if relevant,7,"snoring","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s8,symptoms,nightmares reported,8,"nightmares, bad dreams","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s9,symptoms,stress-related sleep disturbance,9,"stress-related sleep, worry at night","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s10,symptoms,screen or caffeine pattern documented if relevant,10,"screen use, caffeine, habits","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-s11,symptoms,duration documented,11,"duration, how long","general"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-n12,relevant_negatives,no suicidal ideation reported if assessed,12,"no suicidal ideation","psych,risk"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-n13,relevant_negatives,no self-harm thoughts reported if assessed,13,"no self-harm","psych,risk"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-n14,relevant_negatives,no psychotic symptoms reported if assessed,14,"no psychosis","psych"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-n15,relevant_negatives,no manic symptoms reported if assessed,15,"no mania, no elevated mood","psych"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-n16,relevant_negatives,no substance misuse reported if assessed,16,"no substance misuse","psych,substance"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-n17,relevant_negatives,no excessive daytime sleep attacks reported if assessed,17,"no sleep attacks, no narcolepsy","psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-e18,exam_findings,mood documented if assessed,18,"mood, subjective","psych,MSE"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-e19,exam_findings,affect documented if assessed,19,"affect, range","psych,MSE"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-e20,exam_findings,anxiety symptoms documented if assessed,20,"anxiety level","psych,MSE"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-e21,exam_findings,sleep pattern documented,21,"sleep pattern, hours, schedule","psych,MSE"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-e22,exam_findings,daytime function documented,22,"daytime function, impact","psych,MSE"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-e23,exam_findings,risk assessment documented if assessed,23,"risk assessment, safety","psych,MSE,risk"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-r24,red_flags,suicidal ideation,24,"suicidal ideation","psych,risk,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-r25,red_flags,severe functional impairment,25,"severe impairment","psych,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-r26,red_flags,manic symptoms,26,"manic symptoms, reduced need for sleep","psych,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-r27,red_flags,psychotic symptoms,27,"psychosis","psych,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-r28,red_flags,substance misuse concern,28,"substance misuse","psych,substance,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-r29,red_flags,sleep-related breathing concern if clinically relevant,29,"sleep apnea, breathing during sleep","psych,sleep,high_safety"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-p30,plan_phrases,management plan discussed,30,"management plan","plan,psych"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-p31,plan_phrases,sleep hygiene advice discussed as per clinician plan,31,"sleep hygiene, bedtime routine","plan,psych,sleep"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-p32,plan_phrases,referral discussed as per clinician plan,32,"referral, sleep clinic, psychology","plan,psych"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-p33,plan_phrases,patient questions addressed,33,"questions answered, concerns addressed","plan,psych"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-f34,follow_up,1-2 weeks to review response,34,"1-2 weeks","followup,psych"
psych-sleep-difficulty,Psychiatry / Mental Health,psych-sleep-difficulty-f35,follow_up,sooner if worsening,35,"sooner, PRN","followup,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s1,symptoms,stress-related symptoms,1,"stress, overwhelmed","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s2,symptoms,work stress documented,2,"work stress, job stress, pressure","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s3,symptoms,family or social stress documented,3,"family stress, relationship stress, social","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s4,symptoms,adjustment difficulty,4,"adjustment difficulty, coping less","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s5,symptoms,irritability,5,"irritability, short tempered","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s6,symptoms,fatigue,6,"fatigue, exhaustion","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s7,symptoms,sleep disturbance,7,"sleep disturbance, insomnia","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s8,symptoms,poor concentration,8,"poor concentration, difficulty focusing","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s9,symptoms,somatic symptoms documented if reported,9,"somatic symptoms, headache, stomach, tension","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s10,symptoms,functional impact documented,10,"functional impact, work, social, home","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-s11,symptoms,duration documented,11,"duration, how long",general
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-n12,relevant_negatives,no suicidal ideation reported if assessed,12,"no suicidal ideation","psych,risk"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-n13,relevant_negatives,no self-harm thoughts reported if assessed,13,"no self-harm","psych,risk"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-n14,relevant_negatives,no thoughts of harm to others reported if assessed,14,"no harm to others","psych,risk"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-n15,relevant_negatives,no psychotic symptoms reported if assessed,15,"no psychosis","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-n16,relevant_negatives,no substance misuse reported if assessed,16,"no substance misuse","psych,substance"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-n17,relevant_negatives,no severe functional impairment reported if assessed,17,"no severe impairment","psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e18,exam_findings,mood documented if assessed,18,"mood, subjective","psych,MSE"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e19,exam_findings,affect documented if assessed,19,"affect, range","psych,MSE"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e20,exam_findings,behavior documented if assessed,20,"behavior, agitation, eye contact","psych,MSE"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e21,exam_findings,speech documented if assessed,21,"speech rate, volume","psych,MSE"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e22,exam_findings,thought content documented if assessed,22,"thought content, stress themes, worry","psych,MSE"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e23,exam_findings,risk assessment documented if assessed,23,"risk assessment, safety","psych,MSE,risk"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-e24,exam_findings,coping and supports documented if assessed,24,"coping, supports, social support","psych,MSE"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-r25,red_flags,suicidal ideation,25,"suicidal ideation","psych,risk,high_safety"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-r26,red_flags,self-harm thoughts,26,"self-harm thoughts","psych,risk,high_safety"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-r27,red_flags,thoughts of harm to others,27,"harm to others","psych,risk,high_safety"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-r28,red_flags,severe functional impairment,28,"severe impairment","psych,high_safety"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-r29,red_flags,safeguarding concern,29,"safeguarding, vulnerable","psych,high_safety"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-r30,red_flags,substance misuse concern,30,"substance misuse","psych,substance,high_safety"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-p31,plan_phrases,management plan discussed,31,"management plan","plan,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-p32,plan_phrases,safety discussion documented as per clinician assessment,32,"safety discussion","plan,psych,risk"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-p33,plan_phrases,stress management strategies discussed as per clinician plan,33,"stress management, coping strategies","plan,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-p34,plan_phrases,support options discussed as per clinician plan,34,"support, therapy, counseling","plan,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-p35,plan_phrases,referral discussed as per clinician plan,35,"referral, mental health","plan,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-p36,plan_phrases,patient questions addressed,36,"questions answered, concerns addressed","plan,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-f37,follow_up,1-2 weeks,37,"1-2 weeks","followup,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-f38,follow_up,sooner if worsening,38,"sooner, PRN","followup,psych"
psych-stress-symptoms,Psychiatry / Mental Health,psych-stress-symptoms-f39,follow_up,sooner if suicidal ideation or severe distress,39,"suicidal ideation, severe distress","followup,psych,risk,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s1,symptoms,panic episodes,1,"panic episodes, panic attacks","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s2,symptoms,sudden intense anxiety,2,"sudden anxiety, acute anxiety","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s3,symptoms,palpitations,3,"palpitations, racing heart","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s4,symptoms,shortness of breath sensation,4,"shortness of breath, smothering","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s5,symptoms,chest tightness,5,"chest tightness, chest pressure","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s6,symptoms,trembling,6,"trembling, shaking","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s7,symptoms,sweating,7,"sweating, perspiration","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s8,symptoms,dizziness,8,"dizziness, lightheaded","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s9,symptoms,fear of losing control,9,"fear losing control, derealization","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s10,symptoms,avoidance after episodes,10,"avoidance, agoraphobia pattern","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s11,symptoms,triggers documented if known,11,"triggers, situations, places","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-s12,symptoms,duration documented,12,"duration, how long",general
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-n13,relevant_negatives,no syncope reported,13,"no syncope, no fainting","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-n14,relevant_negatives,no persistent chest pain reported if assessed,14,"no persistent chest pain","psych,cardiovascular"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-n15,relevant_negatives,no focal neurological symptoms reported if assessed,15,"no neuro symptoms, no focal weakness","psych,neuro"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-n16,relevant_negatives,no suicidal ideation reported if assessed,16,"no suicidal ideation","psych,risk"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-n17,relevant_negatives,no self-harm thoughts reported if assessed,17,"no self-harm","psych,risk"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-n18,relevant_negatives,no psychotic symptoms reported if assessed,18,"no psychosis","psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e19,exam_findings,appearance documented if assessed,19,"appearance, grooming","psych,MSE"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e20,exam_findings,behavior documented if assessed,20,"behavior, restlessness, agitation","psych,MSE"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e21,exam_findings,speech documented if assessed,21,"speech rate, volume","psych,MSE"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e22,exam_findings,mood and anxiety documented if assessed,22,"mood, anxiety level","psych,MSE"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e23,exam_findings,affect documented if assessed,23,"affect, range","psych,MSE"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e24,exam_findings,thought content documented if assessed,24,"thought content, panic themes","psych,MSE"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-e25,exam_findings,risk assessment documented if assessed,25,"risk assessment, safety","psych,MSE,risk"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r26,red_flags,chest pain,26,"chest pain","psych,cardiovascular,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r27,red_flags,syncope,27,"syncope, fainting episodes","psych,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r28,red_flags,focal neurological symptoms,28,"focal neuro symptoms, weakness, numbness","psych,neuro,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r29,red_flags,suicidal ideation,29,"suicidal ideation","psych,risk,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r30,red_flags,self-harm thoughts,30,"self-harm thoughts","psych,risk,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r31,red_flags,severe functional impairment,31,"severe impairment","psych,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-r32,red_flags,substance misuse concern,32,"substance misuse","psych,substance,high_safety"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-p33,plan_phrases,management plan discussed,33,"management plan","plan,psych"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-p34,plan_phrases,safety discussion documented as per clinician assessment,34,"safety discussion","plan,psych,risk"
psych-panic-symptoms,Psychiatry / Mental Health,psych-panic-symptoms-p35,plan_phrases,breathing and grounding techniques discussed as per clinician plan,35,"breathing, grounding, relaxation","plan,psych"
